system:index,BIOME_NAME,ECO_NAME,MeanAltitude,REALM,StdErrAltitude,adm1_name,admin1,id,id_c,iso3,name,region,thermal,x,y,zone,.geo
00010000000000003812,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests,222.38266299388718,Neotropic,90.11623327814199,Roraima,BRAr104,67138,67138,BRA,Brazil,South America,1,-62.24999,2.3736,6,"{""type"":""Polygon"",""coordinates"":[[[-62.49999105748235,2.623601294535387],[-62.49999105748235,2.123597847155721],[-62.3749913239113,2.1235977949781204],[-62.24999153845847,2.123597827174268],[-62.1249918564723,2.123597806042859],[-61.99999207918256,2.1235978531966357],[-61.99999207918256,2.6236012713567547],[-62.1249918564723,2.6236012653061183],[-62.24999153845847,2.623601272156254],[-62.3749913239113,2.623601320552029],[-62.49999105748235,2.623601294535387]]]}"
00010000000000003813,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests,168.97603139144658,Neotropic,94.76111664010392,Roraima,BRAr104,67139,67139,BRA,Brazil,South America,1,-62.24999,1.8736,6,"{""type"":""Polygon"",""coordinates"":[[[-62.49999105748235,2.123597847155721],[-62.49999105748235,1.6235988100730887],[-62.24999153845847,1.623598820530502],[-61.99999207918256,1.6235988302993007],[-61.99999207918256,2.1235978531966357],[-62.1249918564723,2.123597806042859],[-62.24999153845847,2.123597827174268],[-62.3749913239113,2.1235977949781204],[-62.49999105748235,2.123597847155721]]]}"
0001000000000000388a,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests,176.0003013902669,Neotropic,49.69840263186399,Roraima,BRAr104,67421,67421,BRA,Brazil,South America,1,-61.74999,3.3736,6,"{""type"":""Polygon"",""coordinates"":[[[-61.99999207918256,3.6235993226017076],[-61.99999207918256,3.123600311720324],[-61.87499120859973,3.1236002542771923],[-61.74999030576143,3.1236003038762297],[-61.62498945197816,3.1236002844357103],[-61.499988643402325,3.123600288794266],[-61.499988643402325,3.6235992638886887],[-61.62498945197816,3.6235992726936823],[-61.74999030576143,3.6235993039136587],[-61.87499120859973,3.6235992791510414],[-61.99999207918256,3.6235993226017076]]]}"
0001000000000000388c,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests,151.10012103259177,Neotropic,69.78483590220458,Roraima,BRAr104,67423,67423,BRA,Brazil,South America,1,-61.74999,2.3736,6,"{""type"":""Polygon"",""coordinates"":[[[-61.99999207918256,2.6236012713567547],[-61.99999207918256,2.1235978531966357],[-61.87499120859973,2.1235978071508357],[-61.74999030576143,2.1235978126105794],[-61.62498945197816,2.1235977948568885],[-61.499988643402325,2.12359780969542],[-61.499988643402325,2.623601307738524],[-61.62498945197816,2.6236013187470846],[-61.74999030576143,2.6236013100404962],[-61.87499120859973,2.6236013086336256],[-61.99999207918256,2.6236012713567547]]]}"
0001000000000000388d,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests,256.7890371572057,Neotropic,291.62289784043793,Roraima,BRAr104,67424,67424,BRA,Brazil,South America,1,-61.74999,1.8736,6,"{""type"":""Polygon"",""coordinates"":[[[-61.99999207918256,2.1235978531966357],[-61.99999207918256,1.6235988302993007],[-61.74999030576143,1.6235988021954761],[-61.499988643402325,1.6235988284446132],[-61.499988643402325,2.12359780969542],[-61.62498945197816,2.1235977948568885],[-61.74999030576143,2.1235978126105794],[-61.87499120859973,2.1235978071508357],[-61.99999207918256,2.1235978531966357]]]}"
00010000000000003905,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests,152.19990931361068,Neotropic,149.9160373726819,Roraima,BRAr104,67708,67708,BRA,Brazil,South America,1,-61.24999,2.3736,6,"{""type"":""Polygon"",""coordinates"":[[[-61.499988643402325,2.623601307738524],[-61.499988643402325,2.12359780969542],[-61.37498885975626,2.123597799469926],[-61.24998912509259,2.123597799109079],[-61.124989359834416,2.123597794440768],[-60.99998957810255,2.123597838508274],[-60.99998957810255,2.623601265010071],[-61.124989359834416,2.6236012831295668],[-61.24998912509259,2.6236012984264594],[-61.37498885975626,2.6236012738222985],[-61.499988643402325,2.623601307738524]]]}"
000100000000000039e7,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests,106.08947884477521,Neotropic,14.70580342695878,Roraima,BRAr104,68277,68277,BRA,Brazil,South America,1,-60.24999,2.8736,5,"{""type"":""Polygon"",""coordinates"":[[[-60.499990646980265,3.123600304642845],[-60.49999064698028,2.6236012734036205],[-60.37499089744196,2.6236012944855505],[-60.24999114203737,2.6236013135777285],[-60.124991342021666,2.6236012934887962],[-59.99999164074793,2.623601267248566],[-59.99999164074793,3.1236002962661633],[-60.124991342021666,3.1236002547595145],[-60.24999114203737,3.123600319708559],[-60.37499089744196,3.1236002731786074],[-60.499990646980265,3.123600304642845]]]}"
00010000000000003889,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,286.4339187231597,Neotropic,160.594283587692,Roraima,BRAr104,67420,67420,BRA,Brazil,South America,1,-61.74999,3.8736,6,"{""type"":""Polygon"",""coordinates"":[[[-61.99999207918256,4.123598272374216],[-61.99999207918256,3.6235993226017076],[-61.87499120859973,3.6235992791510414],[-61.74999030576143,3.6235993039136587],[-61.62498945197816,3.6235992726936823],[-61.499988643402325,3.6235992638886887],[-61.499988643402325,4.123598306017212],[-61.62498945197816,4.123598288533381],[-61.74999030576143,4.123598308999418],[-61.87499120859973,4.123598303329969],[-61.99999207918256,4.123598272374216]]]}"
0001000000000000388b,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,191.36329422407718,Neotropic,59.93574561744319,Roraima,BRAr104,67422,67422,BRA,Brazil,South America,1,-61.74999,2.8736,6,"{""type"":""Polygon"",""coordinates"":[[[-61.99999207918256,3.123600311720324],[-61.99999207918256,2.6236012713567547],[-61.87499120859973,2.6236013086336256],[-61.74999030576143,2.6236013100404962],[-61.62498945197816,2.6236013187470846],[-61.499988643402325,2.623601307738524],[-61.499988643402325,3.123600288794266],[-61.62498945197816,3.1236002844357103],[-61.74999030576143,3.1236003038762297],[-61.87499120859973,3.1236002542771923],[-61.99999207918256,3.123600311720324]]]}"
00010000000000003902,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,129.24688631211527,Neotropic,38.11652249230154,Roraima,BRAr104,67705,67705,BRA,Brazil,South America,1,-61.24999,3.8736,5,"{""type"":""Polygon"",""coordinates"":[[[-61.499988643402325,4.123598306017212],[-61.499988643402325,3.6235992638886887],[-61.37498885975626,3.6235993196755962],[-61.24998912509259,3.6235992770151695],[-61.124989359834416,3.623599276580413],[-60.99998957810255,3.6235992553339287],[-60.99998957810255,4.1235982666568525],[-61.124989359834416,4.123598280518564],[-61.24998912509259,4.123598296230632],[-61.37498885975626,4.123598323757868],[-61.499988643402325,4.123598306017212]]]}"
00010000000000003903,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,111.41753614827718,Neotropic,20.82459613728643,Roraima,BRAr104,67706,67706,BRA,Brazil,South America,1,-61.24999,3.3736,5,"{""type"":""Polygon"",""coordinates"":[[[-61.499988643402325,3.6235992638886887],[-61.499988643402325,3.123600288794266],[-61.37498885975626,3.1236003019523086],[-61.24998912509259,3.1236003180830134],[-61.124989359834416,3.123600288871259],[-60.99998957810255,3.1236003031680113],[-60.99998957810255,3.6235992553339287],[-61.124989359834416,3.623599276580413],[-61.24998912509259,3.6235992770151695],[-61.37498885975626,3.6235993196755962],[-61.499988643402325,3.6235992638886887]]]}"
00010000000000003904,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,99.09685744193547,Neotropic,16.597051809910205,Roraima,BRAr104,67707,67707,BRA,Brazil,South America,1,-61.24999,2.8736,6,"{""type"":""Polygon"",""coordinates"":[[[-61.499988643402325,3.123600288794266],[-61.499988643402325,2.623601307738524],[-61.37498885975626,2.6236012738222985],[-61.24998912509259,2.6236012984264594],[-61.124989359834416,2.6236012831295668],[-60.99998957810255,2.623601265010071],[-60.99998957810255,3.1236003031680113],[-61.124989359834416,3.123600288871259],[-61.24998912509259,3.1236003180830134],[-61.37498885975626,3.1236003019523086],[-61.499988643402325,3.123600288794266]]]}"
00010000000000003972,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,912.129051204046,Neotropic,165.41660092775757,Roraima,BRAr104,67988,67988,BRA,Brazil,South America,1,-60.6329621379,4.7959231435,6,"{""type"":""Polygon"",""coordinates"":[[[-60.63145380974977,5.123600756065666],[-60.58236801895697,4.988472148208504],[-60.57854209814095,4.952638804812466],[-60.59250804965045,4.924720411769974],[-60.64930804237301,4.842918148431281],[-60.67555879716383,4.813889441500998],[-60.72027908637857,4.776111889585409],[-60.838619182358215,4.7184691291224725],[-60.86680961523567,4.7133278031563846],[-60.886527800776435,4.709720343476865],[-60.924581718191064,4.637710374912501],[-60.926204884616,4.62360174931498],[-60.81965133910836,4.623601771130467],[-60.71309777789768,4.623601735208739],[-60.60654416567632,4.623601743767312],[-60.499990646980265,4.623601766848902],[-60.499990646980265,5.123600739580143],[-60.63145380974977,5.123600756065666]]]}"
00010000000000003974,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,487.19803947453084,Neotropic,314.65651706625187,Roraima,BRAr104,67989,67989,BRA,Brazil,South America,1,-60.7450022695,4.36889197,6,"{""type"":""Polygon"",""coordinates"":[[[-60.99998957810255,4.1235982666568525],[-60.874989887461815,4.123598316211768],[-60.74999013398066,4.123598271791959],[-60.624990346401276,4.1235982582159405],[-60.499990646980265,4.123598264553585],[-60.499990646980265,4.623601766848902],[-60.60654416567632,4.623601743767312],[-60.71309777789768,4.623601735208739],[-60.81965133910836,4.623601771130467],[-60.926204884616,4.62360174931498],[-60.92986131118776,4.591870782023859],[-60.95167075178705,4.556938180619231],[-60.96833894828929,4.538330333246337],[-60.98708940611523,4.519307865203432],[-60.99998957810255,4.517038176597977],[-60.99998957810255,4.1235982666568525]]]}"
00010000000000003976,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,107.29106435820209,Neotropic,28.31954952061059,Roraima,BRAr104,67990,67990,BRA,Brazil,South America,1,-60.74999,3.8736,5,"{""type"":""Polygon"",""coordinates"":[[[-60.99998957810255,4.1235982666568525],[-60.99998957810255,3.6235992553339287],[-60.874989887461815,3.6235992892452815],[-60.74999013398066,3.6235993071644823],[-60.624990346401276,3.6235993115660547],[-60.499990646980265,3.6235993070727748],[-60.499990646980265,4.123598264553585],[-60.624990346401276,4.1235982582159405],[-60.74999013398066,4.123598271791959],[-60.874989887461815,4.123598316211768],[-60.99998957810255,4.1235982666568525]]]}"
00010000000000003977,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,94.02360470763305,Neotropic,16.523504772129908,Roraima,BRAr104,67991,67991,BRA,Brazil,South America,1,-60.74999,3.3736,5,"{""type"":""Polygon"",""coordinates"":[[[-60.99998957810255,3.6235992553339287],[-60.99998957810255,3.1236003031680113],[-60.874989887461815,3.123600316199715],[-60.74999013398066,3.1236002744736115],[-60.624990346401276,3.123600263921586],[-60.499990646980265,3.123600304642845],[-60.499990646980265,3.6235993070727748],[-60.624990346401276,3.6235993115660547],[-60.74999013398066,3.6235993071644823],[-60.874989887461815,3.6235992892452815],[-60.99998957810255,3.6235992553339287]]]}"
00010000000000003978,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,82.58467840777921,Neotropic,12.287073803198254,Roraima,BRAr104,67992,67992,BRA,Brazil,South America,1,-60.74999,2.8736,5,"{""type"":""Polygon"",""coordinates"":[[[-60.99998957810255,3.1236003031680113],[-60.99998957810255,2.623601265010071],[-60.874989887461815,2.6236012825004624],[-60.74999013398066,2.62360129970654],[-60.624990346401276,2.623601284615753],[-60.49999064698028,2.6236012734036205],[-60.499990646980265,3.123600304642845],[-60.624990346401276,3.123600263921586],[-60.74999013398066,3.1236002744736115],[-60.874989887461815,3.123600316199715],[-60.99998957810255,3.1236003031680113]]]}"
00010000000000003979,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,98.65183419285445,Neotropic,53.351120496804455,Roraima,BRAr104,67993,67993,BRA,Brazil,South America,1,-60.74999,2.3736,5,"{""type"":""Polygon"",""coordinates"":[[[-60.99998957810255,2.623601265010071],[-60.99998957810255,2.123597838508274],[-60.874989887461815,2.1235978535350277],[-60.74999013398066,2.1235978218386538],[-60.624990346401276,2.123597794571356],[-60.499990646980265,2.123597823893254],[-60.49999064698028,2.6236012734036205],[-60.624990346401276,2.623601284615753],[-60.74999013398066,2.62360129970654],[-60.874989887461815,2.6236012825004624],[-60.99998957810255,2.623601265010071]]]}"
000100000000000039e2,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,929.6690068825607,Neotropic,240.29059137636324,Roraima,BRAr104,68273,68273_2,BRA,Brazil,South America,1,-60.2563567284,4.8775031818,6,"{""type"":""Polygon"",""coordinates"":[[[-60.499990646980265,5.123600739580143],[-60.499990646980265,4.623601766848902],[-60.392346784028206,4.62360174650805],[-60.2847030190226,4.623601762851672],[-60.1770591859068,4.623601766152116],[-60.06941538690995,4.623601718267334],[-60.02584102544741,4.7072188244990105],[-60.02056145886498,4.734441597990389],[-60.00584196503829,4.836938510047123],[-59.99999164074793,4.884592907523053],[-59.99999164074793,5.070550806150862],[-60.01389059740347,5.1100004689619585],[-60.03157539502801,5.123600774362445],[-60.14867920246801,5.1236007599524385],[-60.265783039342566,5.12360073816431],[-60.38288682178837,5.123600723791564],[-60.499990646980265,5.123600739580143]]]}"
000100000000000039e4,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,463.68272641480775,Neotropic,185.14084753341106,Roraima,BRAr104,68274,68274_2,BRA,Brazil,South America,1,-60.2626690302,4.3609067026,5,"{""type"":""Polygon"",""coordinates"":[[[-60.499990646980265,4.623601766848902],[-60.499990646980265,4.123598264553585],[-60.37499089744196,4.123598268053253],[-60.24999114203737,4.123598320710024],[-60.124991342021666,4.123598263712736],[-59.99999164074793,4.123598287693226],[-59.99999164074793,4.498653308572388],[-60.045278271966076,4.4940291997802],[-60.13070126400755,4.50972074914691],[-60.14847965447826,4.51999896990369],[-60.15222979218789,4.573329840571537],[-60.12389216641036,4.596668805819974],[-60.0915280293088,4.600690911231506],[-60.07209081575808,4.618469290912239],[-60.06941538690995,4.623601718267334],[-60.1770591859068,4.623601766152116],[-60.2847030190226,4.623601762851672],[-60.392346784028206,4.62360174650805],[-60.499990646980265,4.623601766848902]]]}"
000100000000000039e5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,146.75160650438744,Neotropic,90.76651723362798,Roraima,BRAr104,68275,68275,BRA,Brazil,South America,1,-60.24999,3.8736,4,"{""type"":""Polygon"",""coordinates"":[[[-60.499990646980265,4.123598264553585],[-60.499990646980265,3.6235993070727748],[-60.37499089744196,3.6235992878371968],[-60.24999114203737,3.623599321194955],[-60.124991342021666,3.62359926643856],[-59.99999164074793,3.623599259924469],[-59.99999164074793,4.123598287693226],[-60.124991342021666,4.123598263712736],[-60.24999114203737,4.123598320710024],[-60.37499089744196,4.123598268053253],[-60.499990646980265,4.123598264553585]]]}"
000100000000000039e6,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,93.72535603014084,Neotropic,20.638382408737233,Roraima,BRAr104,68276,68276,BRA,Brazil,South America,1,-60.24999,3.3736,4,"{""type"":""Polygon"",""coordinates"":[[[-60.499990646980265,3.6235993070727748],[-60.499990646980265,3.123600304642845],[-60.37499089744196,3.1236002731786074],[-60.24999114203737,3.123600319708559],[-60.124991342021666,3.1236002547595145],[-59.99999164074793,3.1236002962661633],[-59.99999164074793,3.623599259924469],[-60.124991342021666,3.62359926643856],[-60.24999114203737,3.623599321194955],[-60.37499089744196,3.6235992878371968],[-60.499990646980265,3.6235993070727748]]]}"
00010000000000003a56,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,420.6330742883985,Neotropic,135.53293686942555,Roraima,BRAr104,68559,68559_2,BRA,Brazil,South America,1,-59.8608702534,4.3002356489,4,"{""type"":""Polygon"",""coordinates"":[[[-59.99999164074793,4.498653308572388],[-59.99999164074793,4.123598287693226],[-59.836904474256556,4.123598308699119],[-59.67381727466201,4.123598271377506],[-59.708611685157535,4.170690885746384],[-59.7222297211914,4.191390013279208],[-59.73110786121328,4.219170219522282],[-59.73084027420977,4.293329540300299],[-59.67528880894286,4.373330251515796],[-59.67444151991317,4.385137926047392],[-59.71723111365896,4.414171122306673],[-59.79110949488653,4.456109026366561],[-59.866459395322856,4.482078829780699],[-59.94180928764396,4.50804859671799],[-59.967779032326604,4.501939649107786],[-59.99999164074793,4.498653308572388]]]}"
00010000000000003a58,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,201.90508589160711,Neotropic,160.35534845277635,Roraima,BRAr104,68560,68560_2,BRA,Brazil,South America,1,-59.8111716996,3.8856453907,4,"{""type"":""Polygon"",""coordinates"":[[[-59.67381727466201,4.123598271377506],[-59.836904474256556,4.123598308699119],[-59.99999164074793,4.123598287693226],[-59.99999164074793,3.623599259924469],[-59.891037904451224,3.623599271122358],[-59.78208421882581,3.6235992832623527],[-59.66555904193385,3.711390090467609],[-59.617084164400126,3.805419124843595],[-59.568609297536376,3.8994481892224484],[-59.58166994191345,3.9988905800266963],[-59.67381727466201,4.123598271377506]]]}"
00010000000000003a5a,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,88.77602147384793,Neotropic,7.337092835696981,Roraima,BRAr104,68561,68561_2,BRA,Brazil,South America,1,-59.916452824,3.4094054344,4,"{""type"":""Polygon"",""coordinates"":[[[-59.78208421882581,3.6235992832623527],[-59.891037904451224,3.623599271122358],[-59.99999164074793,3.623599259924469],[-59.99999164074793,3.1236002962661633],[-59.93214190829224,3.1236003180485743],[-59.9047318165932,3.204171784510319],[-59.869727868356556,3.2763913743067326],[-59.85611868702285,3.2977816709275016],[-59.835700517780616,3.3220793311221564],[-59.81084103980717,3.3595803711391863],[-59.81444839037547,3.498748884993095],[-59.83195041343101,3.524170275019758],[-59.786119719944026,3.620558199501384],[-59.78208421882581,3.6235992832623527]]]}"
00010000000000003a5c,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,101.25713982463357,Neotropic,7.470588516416307,Roraima,BRAr104,68562,68562_2,BRA,Brazil,South America,1,-59.9823813712,2.9302811117,5,"{""type"":""Polygon"",""coordinates"":[[[-59.93214190829224,3.1236003180485743],[-59.99999164074793,3.1236002962661633],[-59.99999164074793,2.623601267248566],[-59.95761681888683,2.623601269132029],[-59.98847818791134,2.6881913379171154],[-59.982779503846494,2.860281467326974],[-59.97889115268219,2.8991692481079356],[-59.96278045032261,3.0258300546624897],[-59.94971974257545,3.07194157609176],[-59.93214190829224,3.1236003180485743]]]}"
00010000000000003a5e,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,157.03993958903783,Neotropic,39.4731316980382,Roraima,BRAr104,68563,68563_2,BRA,Brazil,South America,1,-59.8990932206,2.3035082592,5,"{""type"":""Polygon"",""coordinates"":[[[-59.95761681888683,2.623601269132029],[-59.99999164074793,2.623601267248566],[-59.99999164074793,2.1235978084343845],[-59.86929760676378,2.1235978183495043],[-59.73860359954626,2.12359784303852],[-59.727018856811775,2.2412512244597607],[-59.73549108434056,2.2847185252539317],[-59.793200812816,2.2977792384135536],[-59.84971992586849,2.3305580879871046],[-59.89325858186956,2.3640994673379905],[-59.901668460187445,2.3844418807260697],[-59.8889020420074,2.407080689413021],[-59.89278144773777,2.4544408033547027],[-59.92556029977215,2.5677778173413395],[-59.9541698641307,2.616390894942992],[-59.95761681888683,2.623601269132029]]]}"
00010000000000003817,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests,45.75382059817426,Neotropic,7.494039419205115,Roraima,BRAr104,67143,67143,BRA,Brazil,South America,1,-62.24999,-0.1264,7,"{""type"":""Polygon"",""coordinates"":[[[-62.49999105748235,0.12360180789658334],[-62.49999105748235,-0.3764016508942337],[-61.99999207918256,-0.3764016528075374],[-61.99999207918256,0.12360185346401936],[-62.49999105748235,0.12360180789658334]]]}"
00010000000000003818,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests,47.93380757073233,Neotropic,8.412600689824934,Roraima,BRAr104,67144,67144,BRA,Brazil,South America,1,-62.24999,-0.6264,7,"{""type"":""Polygon"",""coordinates"":[[[-62.49999105748235,-0.3764016508942337],[-62.49999105748235,-0.876400608840588],[-62.24999153845847,-0.8764006395007553],[-61.99999207918256,-0.876400625579456],[-61.99999207918256,-0.3764016528075374],[-62.49999105748235,-0.3764016508942337]]]}"
000100000000000035c8,Tropical & Subtropical Moist Broadleaf Forests,Pantepui forests & shrublands,1242.2623002378446,Neotropic,180.21583491645362,Roraima,BRAr104,65709,65709,BRA,Brazil,South America,1,-64.7056328787,4.2027284506,6,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.54374428506297,4.123598268063129],[-64.49999157982525,4.123598268164635],[-64.49999157982525,4.129506571647621],[-64.54374428506297,4.123598268063129]]],[[[-64.80194850226943,4.210831717332764],[-64.78590909495921,4.185829470067262],[-64.73388920150356,4.161250966095392],[-64.71313213494409,4.144029875836017],[-64.7063810238688,4.1235982948483185],[-64.56187493993619,4.123598262241478],[-64.5920184738229,4.1277809385016955],[-64.60779028739668,4.145278442355812],[-64.64215212536884,4.2237720232579035],[-64.65194882480641,4.239169248099063],[-64.67473029101915,4.257500642095251],[-64.69307059243711,4.267221454234274],[-64.72416838052665,4.281388042489547],[-64.74625878410485,4.287220534438207],[-64.7816684865369,4.286391177121387],[-64.80000877558247,4.265072222231968],[-64.80194850226943,4.210831717332764]]]]}"
000100000000000035ca,Tropical & Subtropical Moist Broadleaf Forests,Pantepui forests & shrublands,1076.074321922358,Neotropic,217.67888177664952,Roraima,BRAr104,65710,65710,BRA,Brazil,South America,1,-64.5775496073,4.0210309176,7,"{""type"":""Polygon"",""coordinates"":[[[-64.7063810238688,4.1235982948483185],[-64.70473118273148,4.118608573938178],[-64.69446183514185,4.081941368591483],[-64.66097845525911,4.016669024113704],[-64.6420897402704,3.9843093415336113],[-64.6266790264799,3.9655588369709904],[-64.51806874445896,3.8544380549093638],[-64.49999157982525,3.837444433223707],[-64.49999157982525,4.123598268164635],[-64.54374428506297,4.123598268063129],[-64.5529300034686,4.122358642186989],[-64.56187493993619,4.123598262241478],[-64.7063810238688,4.1235982948483185]]]}"
00010000000000003643,Tropical & Subtropical Moist Broadleaf Forests,Pantepui forests & shrublands,1206.428222706195,Neotropic,104.49291960279953,Roraima,BRAr104,65997,65997,BRA,Brazil,South America,1,-64.0619686481,3.0028495482,7,"{""type"":""Polygon"",""coordinates"":[[[-64.18087152023257,3.123600314856944],[-64.15888815403672,3.060829534174666],[-64.14612177245125,3.039720154822294],[-64.08889809250847,2.9408306796317647],[-64.03472892994832,2.832782209608875],[-63.99998804441445,2.748175167613766],[-63.99998804441445,3.123600258978334],[-64.18087152023257,3.123600314856944]]]}"
00010000000000003645,Tropical & Subtropical Moist Broadleaf Forests,Pantepui forests & shrublands,1216.9009326139485,Neotropic,87.90548694932305,Roraima,BRAr104,65998,65998,BRA,Brazil,South America,1,-64.0174999922,2.52213953,7,"{""type"":""Polygon"",""coordinates"":[[[-64.04646086576889,2.509439351363469],[-64.03402884495816,2.4713185221557614],[-63.99998804441445,2.464023424831891],[-63.99998804441445,2.6127567712500155],[-64.01723142976059,2.5738912115956847],[-64.0312597385676,2.549718443287676],[-64.04646086576889,2.509439351363469]]]}"
000100000000000036bc,Tropical & Subtropical Moist Broadleaf Forests,Pantepui forests & shrublands,923.1163164497965,Neotropic,133.27044979709845,Roraima,BRAr104,66283,66283,BRA,Brazil,South America,1,-63.7442739855,2.5278824148,7,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.561845757727355,2.1235978080553815],[-63.49998906191244,2.12359784724628],[-63.49998906191244,2.130447020927949],[-63.5454183690577,2.1300010867856933],[-63.561845757727355,2.1235978080553815]]],[[[-63.99998804441445,2.464023424831891],[-63.821811341253834,2.425831211425509],[-63.78220116268256,2.4271600287547197],[-63.58167086703683,2.434718253514228],[-63.49998906191244,2.42916218758615],[-63.49998906191244,2.6236012901145562],[-63.62383617694799,2.6236012679916674],[-63.74768319077079,2.623601285602807],[-63.871530298670585,2.6236012914969935],[-63.99537733780179,2.6236012937226985],[-63.995421988574634,2.6230617610677815],[-63.99998804441445,2.6127567712500155],[-63.99998804441445,2.464023424831891]]]]}"
00010000000000003816,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana,43.98480405972853,Neotropic,7.537977696656564,Roraima,BRAr104,67142,67142,BRA,Brazil,South America,1,-62.24999,0.3736,7,"{""type"":""Polygon"",""coordinates"":[[[-62.49999105748235,0.6236008394051218],[-62.49999105748235,0.12360180789658334],[-61.99999207918256,0.12360185346401936],[-61.99999207918256,0.6236008182842733],[-62.24999153845847,0.6236008539242002],[-62.49999105748235,0.6236008394051218]]]}"
0001000000000000388e,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana,142.53200971198768,Neotropic,219.85836395725283,Roraima,BRAr104,67425,67425,BRA,Brazil,South America,1,-61.74999,1.3736,6,"{""type"":""Polygon"",""coordinates"":[[[-61.99999207918256,1.6235988302993007],[-61.99999207918256,1.123599839054899],[-61.74999030576143,1.1235998481946652],[-61.499988643402325,1.1235998342922104],[-61.499988643402325,1.6235988284446132],[-61.74999030576143,1.6235988021954761],[-61.99999207918256,1.6235988302993007]]]}"
0001000000000000388f,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana,47.60927476608596,Neotropic,6.145655870807398,Roraima,BRAr104,67426,67426,BRA,Brazil,South America,1,-61.74999,0.8736,7,"{""type"":""Polygon"",""coordinates"":[[[-61.99999207918256,1.123599839054899],[-61.99999207918256,0.6236008182842733],[-61.74999030576143,0.6236007941410594],[-61.499988643402325,0.6236008032885301],[-61.499988643402325,1.1235998342922104],[-61.74999030576143,1.1235998481946652],[-61.99999207918256,1.123599839054899]]]}"
00010000000000003906,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana,69.02484132583243,Neotropic,21.934967010290887,Roraima,BRAr104,67709,67709,BRA,Brazil,South America,1,-61.24999,1.8736,6,"{""type"":""Polygon"",""coordinates"":[[[-61.499988643402325,2.12359780969542],[-61.499988643402325,1.6235988284446132],[-61.24998912509259,1.6235988572052615],[-60.99998957810255,1.6235988292185015],[-60.99998957810255,2.123597838508274],[-61.124989359834416,2.123597794440768],[-61.24998912509259,2.123597799109079],[-61.37498885975626,2.123597799469926],[-61.499988643402325,2.12359780969542]]]}"
00010000000000003909,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana,43.78553421936636,Neotropic,6.233400205106566,Roraima,BRAr104,67712,67712,BRA,Brazil,South America,1,-61.24999,0.3736,7,"{""type"":""Polygon"",""coordinates"":[[[-61.499988643402325,0.6236008032885301],[-61.499988643402325,0.12360179507961028],[-60.99998957810255,0.12360184969441383],[-60.99998957810255,0.6236008329487341],[-61.24998912509259,0.6236007988408785],[-61.499988643402325,0.6236008032885301]]]}"
0001000000000000397b,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana,78.42339794213378,Neotropic,46.28691408109225,Roraima,BRAr104,67995,67995,BRA,Brazil,South America,1,-60.74999,1.3736,6,"{""type"":""Polygon"",""coordinates"":[[[-60.99998957810255,1.6235988292185015],[-60.99998957810255,1.1235998007802022],[-60.74999013398066,1.1235998509333767],[-60.499990646980265,1.1235998025137177],[-60.499990646980265,1.6235988486836492],[-60.74999013398066,1.6235988418481846],[-60.99998957810255,1.6235988292185015]]]}"
